实体名称,中文名,外文名,别名,性别,国籍,民族,祖籍,出生地,出生日期,职业,职务,职称,所属政党,政党,语言,净资产,毕业院校,学历,信仰,主要成就,代表作品,父母,妻子,人物评价,人物影响,对华关系,对华政策,政见,立场,军衔
布鲁纳,杰罗姆·布鲁纳,Jerome Seymour Bruner,,,美国,,,,1915年10月1日,教育心理学家、认知心理学家,,,,,,,杜克大学,,,美国心理学会颁发的杰出科学贡献奖,意义行为,,,,,,,,,
诺维科夫,亚历山大·亚历山德罗维奇·诺维科夫 ,Александр Александрович Новиков,,,,,,,1900,,,,,,,,,,,,,,,,,,,,,
霍尔姆斯,霍尔姆斯,Holmes,Derek Holmes,,英格兰,,,阿克斯布里奇,1978/1/18,,,,,,,,,,,,,,,,,,,,,
施灿德,施灿德,Chad Sbragia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蒂姆·凯恩,蒂莫西·迈克尔·“蒂姆”·凯恩,"Timothy Michael ""Tim"" Kaine",蒂姆·卡因,,美国,美利坚人,,明尼苏达州圣保罗,1958年2月26日,律师、传教士、政治家,弗吉尼亚州参议员,,,美国民主党,,,密苏里大学、哈佛大学,法学博士,罗马天主教,第70任弗吉尼亚州州长第51任美国民主党主席,,,,,,,,,,
萨利希,哈姆迪·萨利希,Hamdi Salihi,,,阿尔巴尼亚,,,斯库台,1984年1月19日,,,,,,,,,,,,,,,,,,,,,
胡克,胡克,,,,中国,,,,1965年11月,"教授,博士生导师",,,,,,,江西医学院,,,,,,,,2020年9月8日，被评为全国抗击新冠肺炎疫情先进个人。,,,,,
阿巴斯,阿巴斯·基亚罗斯塔米,Abbas Kiarostami,عباس کیارستمی,,伊朗,,,伊朗德黑兰,1940年6月22日,导演、编剧、制片人、摄影,,,,,,,德黑兰大学美术学院,,,第50届戛纳国际电影节金棕榈奖第56届威尼斯国际电影节评委会大奖第42届洛迦诺国际电影节铜豹奖,樱桃的滋味、随风而逝、何处是我朋友的家、特写,,,"阿巴斯·基亚罗斯塔米的电影没有精致的技法、没有绚丽的色彩，他不相
阿巴斯·基亚罗斯塔米的个人写真照
阿巴斯·基亚罗斯塔米的个人写真照(57张)
信隐喻或象征、他也没有怀疑或挣扎，但他所散发的气质是他那无以伦比的真情和热忱",,,,,,
库珀,布莱德利·库珀,Bradley Cooper,Bradley Charles Cooper,,美国,,,美国宾夕法尼亚州费城,1975年1月5日,演员、导演、制片,,,,,,,,,,第85届奥斯卡奖最佳男主角提名第86届奥斯卡奖最佳男配角提名,《宿醉》《乌云背后的幸福线》《美国骗局》《银河护卫队》,,,高大、英俊又亲切的库珀，其实是凭借在喜剧中的表演，才终于在34岁之际成为了好莱坞的一线男星。2009年无疑是库珀的幸运年。他先是在《好好先生》中饰演金·凯瑞的“死党”，之后又在《其实你不懂他的心》里，演了一个纠结于斯嘉丽·约翰逊和詹妮弗·康纳利之间的男人。但真正让他一炮而红的，还是票房黑马《宿醉》 [44]  。在《宿醉》里，库珀饰演的菲尔在拉斯维加斯时狂野纵欲，可回家后，他又做回一名好丈夫和好父亲 [13]  。生活中的库珀，大大咧咧，不失搞笑,,,,,,
麦考尔,斯图尔特·麦考尔,Stuart McCall,,,苏格兰,,,利兹,1964年6月10日,教练,,,,,,,,,,,,,,,,,,,,
克拉夫特,托马斯·克拉夫特,Thomas Kraft,,,德国,德意志,,德国基兴,1988年7月22日,,,,,,,,,,,,,,,,,,,,,
卡林,卡林,"Karlin , Samuel ",,,美国,,,波兰约诺瓦,,数学家,,,,,,,伊利诺伊大学,,,在纯粹数学与应用数学的多个领域有重要贡献,《全正性》.《对策、划规和数理经济学中 的数学方法和理论》,,,,,,,,,
彼特斯,彼特斯,SachaPetshi,,,法国,,,,1992年6月21日,,,,,,,,,,,,,,,,,,,,,
安瓦尔,安瓦尔,,,,中国,维吾尔族,,,1964年9月,外交官,,,,,,,,,,,,,,,,,,,,
特罗菲莫夫,特罗菲莫夫,,,,俄罗斯,,,俄罗斯,,,,,,,,,,,,,,,,,,,,,,
苏莱马尼,苏莱马尼,Sulejmani,,男,塞尔维亚,,,塞尔维亚,1988年12月5日,,,,,,,,,,,,,,,,,,,,,
阿卜杜勒-迈赫迪,阿迪勒·阿卜杜勒-迈赫迪,Adil Abdul-Mahdi[4] ,,,伊拉克,,,巴格达,1942年,,,,,,,,巴格达大学,,伊拉克什叶派,,,,,,,"2018年10月26日，外交部发言人华春莹主持召开例行记者会，中方对阿卜杜勒马赫迪先生就任伊拉克总理表示祝贺，相信伊拉克新政府将会在推动伊经济发展、加快重建进程等方面取得新进展，早日实现国家的长治久安。 [2] 
2019年9月18日，应中国国务院总理李克强邀请，阿迪勒·阿卜杜勒-迈赫迪将于19日至23日对中国进行正式访问。 [8] 
同月23日，国务院总理李克强在人民大会堂北大厅举行仪式，欢迎伊拉克总理阿卜杜勒-迈赫迪对华进行正式访问。",,,,
迈利,迈利,Malli,,,德国,,,卡塞尔,,,,,,,,,,,,,,,,,,,,,,
苏玉兰,,,,,中国,汉,,,,医生,,,,,,,第四军医大学,,,,,,,,,,,,,
郑景斗,郑景斗,,,男,韩国,,,,1960年,,韩国国防部长官,,,,,,,,,,,,,,,,,,,
约万诺维奇,约万诺维奇,Aleksandar Jovanovic,,,塞尔维亚,,,,1984/9/5,,,,,,,,,,,,,,,,,,,,,
朱利安尼,朱利安尼,Rudy Giuliani[1] ,,男,美国,,,,1944年生,纽约前市长,,,,,,,,,,,"9·11事件中,朱利安尼的领导能力",,,,,,,,,
谷内正太郎,谷内正太郎,やち しょうたろう ,,,,,, 日本石川县,1944年1月6日 ,,日本国家安全保障局局长,,,,,,东京大学,,,,,,,,,2015年7月15日，应国务委员杨洁篪邀请，日本国家安全保障局长谷内正太郎将于16日至18日访华，其间双方将举行中日高级别政治对话，就中日关系及其他共同关心的问题交换意见。,,,,
巴格达迪,阿布·巴克尔·巴格达迪,ابراهيم عواد ابراهيم علي البدري,阿瓦德·易卜拉欣·阿里·巴德里·萨马赖 ,男,伊拉克,阿拉伯人,,伊拉克萨迈拉,1971年6月29日,,“伊斯兰国”哈里发(国王),,,,,,伊拉克巴格达-伊斯兰大学,,伊斯兰教-逊尼派,,,,,美国《时代》周刊2015年度“风云人物”候选人名单出炉，共有8人入围。分别是“伊斯兰国（IS）”头目巴格达迪、“优步”首席执行官卡兰尼克、非裔运动团体“黑人的命也是命”、美国共和党总统参选人特朗普、德国总理默克尔、俄罗斯总统普京、伊朗总统鲁哈尼和变性奥运选手凯特琳·詹纳。,,,,,,
坎恩,坎恩,Cann,,,英格兰,,,英格兰诺维奇,1969/1/22,,,,,,,,,,,,,,,,,,,,,
邵元明,邵元明,,,男,中国,,,,,,军人,,,,,,,,中共党员,,,,,,,,,,,
马蒂拉,萨卡里·马蒂拉,,,,芬兰,,,Tampere,1989/7/14,,,,,,,,,,,,,,,,,,,,,
迈耶,塞普·迈耶,Sepp Maier,,,德国,,,,1944.02.28,,,,,,,,,,,,,,,,,,,,,
加尼,,Ionel Tersinio Gane,伊安利·加尼,,罗马尼亚,,,,1971/10/12,,,,,,,,,,,,,,,,,,,,,
格里芬,布雷克·格里芬,Blake Griffin,“给力芬”、“白魔兽”,,美国,,,美国俄克拉荷马州俄克拉荷马城,1989年3月16日,,,,,,,,俄克拉荷马大学,,,,,,,,,,,,,
王湘穗,王湘穗,,,,中国,汉族,,广州,1954年,,,北京航空航天大学教授,,,,,,,,长期从事军事和战略问题研究,超限战,,,,,,,,,
金容铉,金容铉,Kim Yong-hyun ,,,韩国,,,,1978.5.13,,,,,,,,,,,,,,,,,,,,,
李容浩,李容浩,,,,朝鲜,朝鲜族,,,,,朝鲜劳动党中央政治局委员、外务相,,,,,,,,,,,,,,,,,,,
李勇浩,李勇浩,,,男,朝鲜,,,,,外交官,朝鲜劳动党中央政治局委员,,,,,,平壤外国语大学,,,,,,,2007年7月，作为新一代朝鲜外交领导层，亦于柏林与美国六方代表团会面时，主动邀请享负盛名的美国纽约爱乐交响乐团访问，是年11月，乐团正式到访，是次微妙外交举动被国际社会美称作交响乐外交，并以之与当年令中美外交关系解冻的乒乓外交相提并论，足可见朝鲜多变灵活的新式外交政策。,,,,,,
王海,王海,,王永昌,,中国,汉族,,,1926年1月,,,,,,,,东北民主联军航空学校,,,所在大队被誉为英雄的王海大队被授予“一级战斗英雄”称号先后荣立二等功、一等功、特等功荣获独立功勋荣誉章,,,,,在抗美援朝空战中，王海共击落击伤敌机9架，先后荣立过二等功、一等功、特等功，被空军授予“一级战斗英雄”称号。他所带领的“王海大队”，与号称“世界王牌”的美国空军激战80余次，击落击伤敌机29架，荣立集体一等功,,,,,空军上将
孙生禄,孙生禄,,,,中国,,,河北定兴县,1928,军人,,,,,,,空军航空学校,,,中国人民志愿军一级战斗英雄,,,,,,,,,,
焦景文,焦景文,,,,中国,汉族,,河北省武安县,1926年4月,飞行员,,,,,,,,,,空军二级英雄,,,,,,,,,,
郑义溶,郑义溶,,,,韩国[2] ,,,,,韩国国家安保室长,,,,,,,,,,,,,,,,,,,,
帕特鲁舍夫,帕特鲁舍夫·尼古拉·波拉丹诺维奇,,,,俄罗斯,,,,1951年7月11日,,俄罗斯联邦安全会议秘书,,,,,,,,,,,,,,,,,,,
邱国洪,邱国洪,,,,中国,汉族,,上海,1957年12月,,,,,,,,上海外国语大学,,,,,,,,,,,,,
戴维森,戴维森,,,男,美国,,,美国伊利诺斯州的布鲁明顿,,物理学家,,,,,,,,,,1937年获得诺贝尔物理学奖,,,,,,,,,,
科尔,赫尔穆特·科尔,Helmut Kohl,,男,德国,,,莱茵河畔路德维希港,1930年4月3日,总理,,,,,,,,,,1982年至1998年年任德国总理。1973年--1998年任CDU主席,《回忆录》系列,,,,,,,,,
塞耶,塞耶,,,,塞内加尔,,,塞内加尔,1988/10/10,,,,,,,,,,,,,,,,,,,,,
纳斯鲁拉,哈桑·纳斯鲁拉,,,,,阿拉伯人,,黎巴嫩贝鲁特郊区,1960年,真主党总书记,,,,,,,纳杰夫神学院,,伊斯兰教,领导真主党抗击以色列入侵,,,,,,,,,,
巴盖里,卡里姆·巴盖里,Karim Bagheri,,,伊朗,,,大不里士,1974年2月24日,,,,,,,,,,,,,,,,,,,,,
邓福德,邓福德,"Dunford,Nelson",,,美国,,,,1906年,数学家,,,,,,,,,,,,,,,,,,,,
比尔顿,比尔顿,,,,以色列,,,,,,,,,,,,,,,,,,,,,,,,,
约翰·克里,约翰·福布斯·克里,John Forbes Kerry,克里,,美国,,,美国科罗拉多州奥罗拉,1943年12月11日,"政治家,军人",,,,民主党,,,"耶鲁大学, 波士顿学院[1] ",,罗马天主教,"三枚紫心勋章耶鲁大学政治学学士学位,  波士顿学院法学院学位[1] 曾任美国国务卿",,,,,,,,,,
杰里米·亨特,杰里米·亨特,Jeremy Hunt,,,英国,,,,1966年,,,,,,,,牛津大学,,,,,,,,,2014年4月23日上午，英国卫生大臣杰里米·亨特一行8人到北大六院记忆障碍与诊疗中心参观访问，并与陆林院长、于欣教授就中国痴呆诊治现状与发展规划进行了深入交谈。,,,,
罗布·马凯尔,罗布·马凯尔,Rob Macaire,,,英国,,,,1966年,,英国驻伊朗大使,,,,,,,,,,,,,,,,,,,
帕西,帕西,Paci,,,意大利,,,费尔莫(意大利),1978/5/9,,,,,,,,,,,,,,,,,,,,,
帕特里克·沙纳汉,帕特里克·沙纳汉,Patrick Shanahan,,,美国,,,,,美国国防部代理部长,,,,,,,,,,,,,,,,,,,,
埃马纽埃尔·马克龙,埃马纽埃尔·马克龙,Emmanuel Macron,埃曼努尔·马克龙[3] ,,法国,,,法国亚眠[3] ,1977年12月21日,政治家,,,,,,,"法国国家行政学院,巴黎政治学院[3] ",,,当选法国总统[3] 曾任法国经济部长[3] ,《革命》[3] ,,,,,"2019年11月5日晚，国家主席习近平和夫人彭丽媛在上海豫园会见法国总统马克龙和夫人布丽吉特。 [8] 
2019年11月4日至6日，埃马纽埃尔·马克龙于来华出席第二届中国国际进口博览会开幕式并对中国进行国事访问。11月6日，国家主席习近平将在人民大会堂东门外广场举行仪式，欢迎法国总统马克龙对我国进行国事访问。欢迎仪式后，两国元首将举行正式会谈。 [5] 
2020年2月18日下午，国家主席习近平应约同法国总统马克龙通电话。 [9] 
2020年6月5日晚，中国国家主席习近平同法国总统马克龙通电话。",,,,
因斯,保罗·因斯,Paul Ince(Paul Emerson Carlyle Ince),,,英格兰,,,伦敦,1967年10月21日,,,,,,,,西汉姆联青训,,,,,,,,,,,,,
穆萨维,米尔·侯赛因·穆萨维,,"穆萨维,米尔·穆萨维",,伊朗,阿塞拜疆族,,伊朗东亚塞拜疆省,1941年9月29日,"政治家,艺术家,建筑师",原伊朗总理、伊朗确定国家利益委员会成员、伊朗艺术院院长,,,,,,,,伊斯兰教,伊朗确定国家利益委员会成员伊朗总理(1981年-1989年),,,,被认为是左派(改革派)的候选人穆萨维一开始就被认为是内贾德的主要对手。穆萨维声称不仅要加速私有化，还要实现社会公正制度化、言论自由，在对外政策上则批评内贾德有关犹太人大屠杀的言论，主张加强与各国的交往，改变伊朗的国际形象，在平等的基础上与美国开展对话。,"从穆萨维的外交政策主张来看，如果他能够当选，伊朗未来的国际形象会在一定程度
上得到改善。他与声称“犹太人大屠杀是神话”的内贾德不同，虽然认为遭到屠杀的犹太人不是西方宣称的近600万，但是承认这一历史事件，并且主张伊朗不要过多涉入巴勒斯坦问题。这种尊重历史的态度与内贾德形成明显对比，后者当年的言论令全世界哗然，也将穆萨维未来改变伊朗形象衬托得更加鲜明。另一方面，尽管伊朗断绝了同美国的外交关系，但是伊美关系一直是全世界关注的焦点。如果穆萨维能够在这方面有所突破，伊朗的国际形象和国际环境必然得到改善。",,,,,
贾斯廷•特鲁多,贾斯汀·皮埃尔·詹姆斯·特鲁多,Justin Trudeau,特鲁多,,加拿大,,,渥太华,1971年12月25日[6] ,"教师,政治家",加拿大总理,,,加拿大自由党,,,麦吉尔大学[7] ,,天主教,当选加拿大第23任总理当选加拿大自由党领袖,,,索菲·格里高·特鲁多[8] ,"2018年4月，获评《时代周刊》2018年全球最具影响力人物荣誉。 [25] 
加拿大舆论认为，特鲁多虽然出身显贵，但身上却没有丝毫的傲气，给人印象是自立自强，热情随和，乐于助人。 [10] 
特鲁多推动公平和可持续的经济发展，并致力于减少不平等现象。（佩德罗·桑切斯评） [26] 
特鲁多一直把自己塑造为进步主义的代言人，有媒体甚至形容他是“自由世界的北极星”。他欢迎叙利亚难民，争取在内阁职位上实现两性平等，将安乐死和辅助自杀合法化，誓言打击枪支暴力，始终维持着魅力政治家的形象。",,,,一向亲民的特鲁多善于运用社交媒体展示个人魅力。他经常用手机自拍竞选活动，配上热情而又理性的语言在脸书和推特上推出，吸引了无数粉丝，尤其是年轻的粉丝。10月20日当选后的第二天，特鲁多一大早就到蒙特利尔的地铁站与来往的乘客寒暄，感谢他们的支持。粉丝们见到这位即将就任的“帅哥”总理激动不已。,,
约翰•博尔顿,约翰·罗伯特·博尔顿,John Robert Bolton,,,美国,,,,1948年11月20日,律师 政治家,,,,,,,耶鲁大学,,,担任美国国家安全事务助理,,,,,,,,,,
侯赛因,马姆努恩·侯赛因,Mamnoon Hussain,,男,巴基斯坦,,,印度阿格拉,1940年,,,,,,,,卡拉奇工商管理学院,,伊斯兰教,,,,,,,侯赛因表示，中国是我就任巴基斯坦总统后访问的第一个国家，这是因为中国是巴基斯坦最好的朋友。巴中全天候友谊久经考验，名符其实，巴基斯坦人民为此骄傲。巴方真诚祝贺中国的发展成就，高度赞赏中国的战略远见，坚信中国是促进世界和地区和平与发展的重要力量。巩固和发展巴中友谊是巴基斯坦外交政策的基石。巴方愿意加强同中国的友好合作，与中国共同打造命运共同体。,,,,
贾瓦德•扎里夫,穆罕默德·贾威德·扎里夫,Mohammad Javad Zarif,,,伊朗,,,,1960年1月5日,,,,,,,,,,,,,,,,,,,,,
哈斯佩尔,吉娜·哈斯佩尔,Gina Haspel,,,美国,,,,1957年,,美国中央情报局局长,,,,,,,,,,,,,,哈斯佩尔在职业生涯中还获得包括总统级别奖（联邦公务员制度中最富盛名的奖项）在内的多个奖项。,,,,,
盖特,艾哈迈德·阿布·盖特,Ahmed Aboul Gheit[2] ,,,埃及,,,埃及开罗,1942年6月,,阿盟秘书长,,,,,,埃及艾因沙姆斯大学,,,参与了埃及和以色列的戴维营和平协商,,,,,,,,,,
杜达,塞尔吉奥·杜达,Sergio Paulo Barbosa Valente,,,葡萄牙,,,波尔图(葡萄牙),1980年6月27日,,,,,,,,,,,,,,,,,,,,,
孔铉佑,孔铉佑,,,,中国,朝鲜族,,黑龙江,1959年7月,,,,,,,,上海外国语学院,,,,,,,,,,,,,
沃尔克,沃尔克,,试毒女郎,,德国,,,德国,1918年,,,,,,,,,,,,,,,,,,,,,
格兰特,尤里西斯·辛普森·格兰特,Ulysses Simpson Grant,尤利塞斯·S·格兰特[1] ,男,美国,美利坚民族,,美国俄亥俄州波恩特普里山特,1822年4月27日,"军事家,政治家",,,,共和党,,,西点军校,,基督新教,作为联邦军总司令战胜南部联盟军胜利结束南北战争美国第十八任总统,《格兰特回忆录》,,,,,,,,,
